SL_PWM,U,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
-383.00000,0.00000,-0.11901,-1.30900,0.00628,0.00000,-0.00064,-0.00006,0.00993,-0.00006,0.00000,-0.03593,0.01437,-0.05988
-383.00000,0.00000,-0.11912,0.00000,0.00628,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.01557,-0.03952
-383.00000,0.00000,-0.11912,0.00000,0.00628,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-383.00000,0.00000,-0.11912,0.00000,0.00628,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
320.00000,0.00000,-0.11807,0.00000,0.00628,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
320.00000,0.00000,-0.09927,0.00000,0.00628,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
320.00000,0.00000,-0.07036,0.00000,0.00628,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
320.00000,0.00000,-0.03685,0.00000,0.00471,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
320.00000,0.00000,0.00117,0.00000,0.00314,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
320.00000,0.00000,0.03778,0.00000,0.00314,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-352.00000,0.00000,0.04823,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-352.00000,0.00000,0.04490,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-352.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-352.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-352.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-689.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-689.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-689.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-689.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-689.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-857.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-857.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-857.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-857.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
-857.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
83.00000,0.00000,0.04485,0.00000,0.00157,0.00000,-0.00064,0.00000,0.00993,0.00000,0.00000,-0.00359,-0.03233,-0.01557
